"Date","Hour","State Library","Collins Place (South)","Collins Place (North)","Flagstaff Station","Melbourne Central","Town Hall (West)","Bourke Street Mall (North)","Bourke Street Mall (South)","Australia on Collins","Southern Cross Station","Victoria Point","New Quay","Waterfront City","Webb Bridge","Princes Bridge","Flinders St Station Underpass","Sandridge Bridge","Birrarung Marr","QV Market-Elizabeth (West)","Flinders St-Elizabeth St (East)","Spencer St-Collins St (North)","Spencer St-Collins St (South)","Bourke St-Russell St (West)","Convention/Exhibition Centre","Chinatown-Swanston St (North)","Chinatown-Lt Bourke St (South)","QV Market-Peel St","Vic Arts Centre","Lonsdale St (South)","Lygon St (West)","Flinders St-Spring St (West)","Flinders St-Spark Lane","Alfred Place"
"2/02/2014",15,1108,214,130,89,"2298",2718,"2938","1813",983,"98",44,323,409,130,1372,"1160","504",2308,"676",1820,633,77,1699,551,1373,0,130,1118,NA,NA,NA,NA,NA
"2/02/2014",16,1070,220,123,77,"2166",2320,"2938","1663",678,"67",59,280,342,83,1279,"1055","465",1561,"344",1791,685,94,1616,511,965,0,84,911,NA,NA,NA,NA,NA
"2/02/2014",17,1233,272,131,50,"1992",2327,"2034","1097",516,"101",56,150,156,53,1154,"1076","399",1107,"359",1515,715,79,1306,434,915,0,100,700,NA,NA,NA,NA,NA
"2/02/2014",18,814,212,87,63,"1886",1564,"1533","553",341,"102",78,243,144,81,916,"904","445",791,"244",1306,621,68,1022,481,1029,0,136,502,NA,NA,NA,NA,NA
"2/02/2014",19,792,211,70,57,"1757",1376,"1022","407",311,"100",84,324,224,80,1087,"896","384",1094,"270",1223,456,68,1102,308,956,0,85,383,NA,NA,NA,NA,NA
"2/02/2014",20,821,185,54,42,"1669",1087,"721","369",171,"104",58,529,392,64,1094,"838","419",859,"229",1342,356,96,1053,359,775,0,78,334,NA,NA,NA,NA,NA
"2/02/2014",21,652,133,49,59,"1249",970,"466","259",213,"70",78,353,239,67,975,"794","383",739,"220",1229,196,93,683,380,567,0,53,318,NA,NA,NA,NA,NA
"2/02/2014",22,469,89,26,53,"1112",666,"325","221",63,"35",36,167,178,32,616,"511","321",215,"126",785,166,70,483,227,475,0,36,198,NA,NA,NA,NA,NA
"2/02/2014",23,214,62,22,21,"568",372,"99","68",51,"35",19,111,49,8,313,"316","262",74,"102",529,113,43,314,98,166,0,25,122,NA,NA,NA,NA,NA
"3/02/2014",0,109,19,16,17,"237",181,"57","42",74,"21",18,25,20,8,152,"160","67",20,"76",248,39,30,251,45,93,0,31,108,NA,NA,NA,NA,NA
"3/02/2014",1,61,24,8,10,"119",96,"25","16",23,"11",6,5,7,3,55,"56","28",17,"56",53,8,7,150,15,88,0,8,20,NA,NA,NA,NA,NA
"3/02/2014",2,28,12,2,7,"69",40,"17","10",8,"0",8,3,7,2,35,"29","21",10,"21",39,4,4,53,21,25,0,6,16,NA,NA,NA,NA,NA
"3/02/2014",3,18,5,0,5,"30",31,"11","11",13,"2",0,12,15,2,30,"21","11",7,"38",36,6,5,39,7,4,0,7,30,NA,NA,NA,NA,NA
"3/02/2014",4,9,10,2,0,"23",33,"7","5",9,"6",0,11,22,3,34,"33","31",7,"21",36,13,17,47,19,15,0,3,57,NA,NA,NA,NA,NA
"3/02/2014",5,14,59,28,129,"84",104,"36","27",14,"64",18,15,7,35,102,"94","79",34,"38",161,58,33,28,105,1,0,5,131,NA,NA,NA,NA,NA
"3/02/2014",6,82,241,181,823,"210",234,"78","67",100,"340",71,65,88,167,327,"326","251",149,"71",669,347,141,82,339,41,0,19,445,NA,NA,NA,NA,NA
"3/02/2014",7,329,598,588,1985,"420",541,"289","247",360,"1397",196,208,122,381,830,"811","530",328,"148",1245,1106,367,149,550,103,0,72,910,NA,NA,NA,NA,NA
"3/02/2014",8,680,1666,1536,4937,"822",1017,"709","589",935,"2860",204,317,139,585,1378,"2146","1001",476,"401",2564,2336,821,281,662,199,0,126,1481,NA,NA,NA,NA,NA
"3/02/2014",9,522,883,677,1891,"754",1142,"788","685",871,"1142",190,186,54,164,713,"1128","324",139,"325",1651,1154,435,220,423,171,0,83,645,NA,NA,NA,NA,NA
"3/02/2014",10,655,611,426,887,"913",1604,"1127","1119",888,"359",117,135,81,117,770,"729","256",134,"452",1627,887,315,328,321,321,0,78,570,NA,NA,NA,NA,NA
"3/02/2014",11,861,565,408,813,"1038",1865,"1190","1313",1134,"335",136,143,78,123,765,"808","306",208,"524",1789,753,356,378,387,441,0,101,644,NA,NA,NA,NA,NA
"3/02/2014",12,1427,1336,534,944,"1783",2581,"2044","2804",2001,"862",341,332,165,484,1220,"1776","484",293,"942",2112,1329,460,1078,598,762,0,148,857,NA,NA,NA,NA,NA
"3/02/2014",13,1305,1177,561,1210,"1647",2923,"2179","2910",2038,"717",218,240,93,303,984,"1583","404",174,"768",2394,1145,493,1095,539,711,447,140,819,NA,NA,NA,NA,NA
"3/02/2014",14,1362,675,392,918,"1622",2806,"1726","2437",1300,"393",116,183,115,156,1159,"1098","430",168,"578",2353,897,325,755,531,589,408,83,942,NA,NA,NA,NA,NA
"3/02/2014",15,1461,579,538,1260,"1640",2611,"1529","2181",1150,"553",135,145,69,196,1332,"1138","527",158,"614",2298,999,365,793,503,603,347,129,1028,NA,NA,NA,NA,NA
"3/02/2014",16,1540,588,971,2064,"1646",2318,"1544","1949",1161,"1358",232,110,84,292,1648,"1397","708",216,"622",2305,1734,407,658,649,559,423,139,1413,NA,NA,NA,NA,NA
"3/02/2014",17,1810,1133,1372,3585,"1652",2434,"1804","1739",1139,"2014",254,219,75,655,1969,"1900","1149",368,"511",3071,2875,505,892,1061,733,552,176,1311,NA,NA,NA,NA,NA
"3/02/2014",18,1203,626,639,1377,"1466",1750,"1356","893",497,"833",164,172,79,394,1219,"1117","618",426,"433",2176,1390,261,774,633,729,567,135,747,NA,NA,NA,NA,NA
"3/02/2014",19,636,290,206,453,"1147",1150,"476","415",312,"274",96,46,41,117,624,"647","283",75,"281",1390,626,163,684,182,521,481,85,328,NA,NA,NA,NA,NA
"3/02/2014",20,699,342,133,193,"1233",764,"324","283",199,"139",80,75,34,54,596,"607","229",78,"217",1182,375,112,612,136,554,486,73,276,NA,NA,NA,NA,NA
"3/02/2014",21,538,256,78,98,"879",684,"385","192",164,"64",40,78,37,45,571,"475","221",29,"216",810,293,96,438,200,435,377,62,255,NA,NA,NA,NA,NA
"3/02/2014",22,271,115,47,61,"560",439,"227","150",87,"39",22,52,43,18,362,"292","182",29,"98",587,171,42,298,145,272,175,41,114,NA,NA,NA,NA,NA
"3/02/2014",23,106,91,41,31,"339",228,"125","69",69,"24",24,23,7,13,157,"170","140",6,"86",379,110,32,187,70,95,99,30,81,NA,NA,NA,NA,NA
"4/02/2014",0,72,27,12,24,"146",103,"67","39",24,"8",6,11,8,7,57,"77","37",6,"85",134,37,36,167,28,63,57,20,34,NA,NA,NA,NA,NA
"4/02/2014",1,30,18,5,5,"43",39,"39","15",11,"3",10,2,0,3,28,"36","12",1,"37",59,12,6,74,6,23,18,9,17,NA,NA,NA,NA,NA
"4/02/2014",2,21,11,3,7,"35",28,"9","19",6,"0",3,5,0,1,22,"20","10",0,"20",31,4,4,39,4,9,4,7,13,NA,NA,NA,NA,NA
"4/02/2014",3,24,8,0,3,"14",37,"6","3",5,"0",1,5,2,4,26,"15","6",8,"33",20,12,5,43,6,5,6,11,37,NA,NA,NA,NA,NA
"4/02/2014",4,4,8,2,4,"16",22,"4","20",9,"3",3,1,1,1,27,"25","36",21,"10",37,20,2,15,16,5,4,6,48,NA,NA,NA,NA,NA
"4/02/2014",5,19,58,18,91,"85",75,"15","18",24,"46",11,11,6,37,110,"90","88",20,"52",146,125,34,57,61,8,3,10,153,NA,NA,NA,NA,NA
"4/02/2014",6,82,247,214,754,"250",192,"66","81",97,"381",99,68,38,175,383,"468","281",151,"113",507,696,179,110,381,38,32,42,470,NA,NA,NA,NA,NA
"4/02/2014",7,319,797,723,2498,"460",557,"325","238",492,"1501",193,228,115,462,945,"1011","532",351,"286",1376,2029,463,197,543,107,75,115,934,NA,NA,NA,NA,NA
"4/02/2014",8,772,1756,1615,5295,"869",1127,"684","664",905,"2883",346,306,124,604,1385,"2133","1032",426,"578",2536,3484,987,363,1054,165,137,160,1598,NA,NA,NA,NA,NA
"4/02/2014",9,512,887,787,1986,"760",1109,"773","737",789,"1027",176,154,46,219,846,"981","327",133,"594",1535,1601,491,327,483,159,150,114,890,NA,NA,NA,NA,NA
"4/02/2014",10,703,592,452,849,"980",1612,"997","1107",1070,"436",151,118,61,124,1013,"745","322",100,"879",1641,1126,395,290,515,319,235,154,931,NA,NA,NA,NA,NA
"4/02/2014",11,1044,549,511,809,"1136",2173,"1661","1571",1373,"459",172,200,99,192,1053,"859","331",149,"854",1583,1184,320,512,553,579,399,216,774,NA,NA,NA,NA,NA
"4/02/2014",12,1648,1626,783,1236,"2253",3290,"2828","2961",2443,"1186",316,460,232,681,1298,"1728","475",320,"1621",2612,1943,588,1196,827,952,595,278,895,NA,NA,NA,NA,NA
"4/02/2014",13,1593,1407,694,1385,"2082",3218,"3287","3076",2492,"1057",266,362,186,472,1341,"1547","464",280,"1473",2663,1726,543,1122,670,805,232,327,1053,NA,NA,NA,NA,NA
"4/02/2014",14,1437,697,513,1040,"2036",2954,"2483","2414",1581,"544",192,177,85,176,1249,"1252","432",150,"987",2732,1333,390,784,653,734,0,201,1151,NA,NA,NA,NA,NA
"4/02/2014",15,1562,643,651,1205,"2351",3015,"2267","2032",1530,"758",145,244,136,218,1261,"1036","521",176,"604",2526,855,395,789,701,763,0,221,1155,NA,NA,NA,NA,NA
"4/02/2014",16,1712,667,820,2588,"2323",3205,"2173","1934",1498,"1747",318,223,125,311,1837,"992","599",250,"509",2751,1432,404,865,699,765,0,121,1292,NA,NA,NA,NA,NA
"4/02/2014",17,1775,1309,1427,3749,"2272",2865,"2590","2085",1342,"2546",315,303,139,734,2446,"1199","1267",646,"554",3485,2295,612,994,1059,796,0,207,1893,NA,NA,NA,NA,NA
"4/02/2014",18,1471,676,693,1520,"1989",2272,"1813","1095",729,"1013",201,270,113,434,1460,"1504","731",762,"408",2533,1211,421,1120,746,731,0,177,1157,NA,NA,NA,NA,NA
"4/02/2014",19,1036,442,247,460,"1686",1728,"735","487",377,"381",127,234,129,175,958,"799","417",478,"271",1843,593,136,757,366,798,583,114,600,NA,NA,NA,NA,NA
"4/02/2014",20,938,266,150,206,"1503",1249,"510","360",283,"206",116,194,87,119,862,"690","289",181,"241",1345,332,141,718,273,668,603,75,504,NA,NA,NA,NA,NA
"4/02/2014",21,826,177,81,132,"1359",1029,"548","308",253,"136",89,121,55,72,812,"725","243",93,"191",1142,328,133,631,223,586,519,68,363,NA,NA,NA,NA,NA
"4/02/2014",22,363,122,48,72,"793",607,"313","173",114,"77",41,53,16,34,411,"439","190",349,"159",814,188,76,504,94,352,332,58,250,NA,NA,NA,NA,NA
"4/02/2014",23,200,71,25,65,"497",367,"150","92",100,"32",22,25,14,17,301,"212","191",210,"131",514,126,61,257,73,151,184,41,142,NA,NA,NA,NA,NA
"5/02/2014",0,98,33,10,24,"196",175,"40","41",55,"7",6,3,1,12,77,"86","43",9,"66",167,40,32,124,43,75,93,6,46,NA,NA,NA,NA,NA
"5/02/2014",1,33,19,2,19,"73",60,"20","16",7,"6",3,3,0,8,26,"30","9",24,"41",42,20,10,88,14,54,51,9,24,NA,NA,NA,NA,NA
"5/02/2014",2,29,7,3,11,"57",33,"18","5",14,"1",3,2,0,1,23,"19","4",4,"35",40,9,2,47,5,59,10,7,17,NA,NA,NA,NA,NA
"5/02/2014",3,11,9,1,8,"30",40,"18","8",10,"0",1,0,0,0,37,"10","15",17,"23",35,3,0,89,6,21,44,8,31,NA,NA,NA,NA,NA
"5/02/2014",4,8,18,2,1,"33",35,"6","11",4,"6",4,1,0,1,40,"20","32",21,"26",20,14,26,47,12,7,4,2,100,NA,NA,NA,NA,NA
"5/02/2014",5,20,56,31,116,"90",82,"31","26",20,"42",19,17,3,30,97,"102","71",18,"29",327,77,34,33,84,12,7,5,82,NA,NA,NA,NA,NA
"5/02/2014",6,93,222,230,820,"249",201,"62","72",142,"379",78,87,35,175,400,"540","254",170,"80",572,491,128,109,355,41,29,26,327,NA,NA,NA,NA,NA
"5/02/2014",7,344,814,765,2794,"473",500,"335","280",481,"1511",170,271,115,451,1013,"1270","581",325,"202",1369,1414,479,196,528,114,78,99,908,NA,NA,NA,NA,NA
"5/02/2014",8,769,1884,1655,5424,"902",1139,"791","638",990,"2898",0,308,131,581,1341,"2162","1050",446,"443",2621,2743,1038,356,839,223,172,145,1691,NA,NA,NA,NA,NA
"5/02/2014",9,553,957,774,2031,"930",1056,"883","773",879,"1007",120,175,64,218,815,"974","371",216,"384",1509,1342,553,227,435,190,109,100,806,NA,NA,NA,NA,NA
"5/02/2014",10,712,343,441,868,"950",1463,"1093","1113",1109,"412",144,141,67,181,976,"792","311",157,"477",1649,1015,397,347,412,317,254,113,616,NA,NA,NA,NA,NA
"5/02/2014",11,955,667,381,863,"1333",1963,"1659","1671",1516,"503",166,221,67,185,1241,"993","337",157,"638",1624,923,339,555,538,556,306,164,829,NA,NA,NA,NA,NA
"5/02/2014",12,1556,1625,719,1358,"1963",3242,"3040","3259",2617,"1202",368,431,223,641,1346,"1748","515",286,"1156",2569,1586,639,1362,652,718,188,244,1244,NA,NA,NA,NA,NA
"5/02/2014",13,1768,1397,664,1295,"2133",3613,"3356","3437",2435,"1009",333,261,157,498,1359,"1628","409",269,"785",2649,1423,585,1242,729,862,0,137,1251,NA,NA,NA,NA,NA
"5/02/2014",14,1348,647,537,884,"1964",2987,"2228","2337",1513,"484",207,196,86,192,1373,"1219","453",235,"598",2422,1167,322,723,637,828,0,131,1256,NA,NA,NA,NA,NA
"5/02/2014",15,1484,491,545,1214,"2360",3175,"2146","2018",1413,"683",151,159,75,166,1671,"1121","489",235,"562",2127,1340,296,745,568,788,0,164,1538,NA,NA,NA,NA,NA
"5/02/2014",16,1756,730,837,2683,"2287",3143,"2269","2026",1396,"1750",234,159,74,320,1978,"1264","662",393,"711",2612,2252,374,894,565,749,0,156,1574,NA,NA,NA,NA,NA
"5/02/2014",17,1746,1158,1457,3686,"2337",3058,"2739","1992",1447,"2681",282,289,89,734,2834,"2273","1242",654,"1330",3231,3177,609,966,1047,658,0,284,2638,NA,NA,NA,NA,NA
"5/02/2014",18,1426,645,675,1366,"2052",2131,"1960","1005",680,"1010",223,322,124,412,2363,"1441","812",790,"1211",2562,1584,322,735,648,788,0,315,2508,NA,NA,NA,NA,NA
"5/02/2014",19,1073,348,293,524,"1753",1845,"789","579",456,"312",118,302,128,167,1818,"1010","592",563,"1421",1702,820,185,787,330,752,0,385,1697,NA,NA,NA,NA,NA
"5/02/2014",20,973,340,162,354,"1624",1591,"617","400",353,"169",90,341,180,129,1371,"998","542",327,"1296",1576,477,137,737,352,783,668,468,593,NA,NA,NA,NA,NA
"5/02/2014",21,649,186,90,182,"1381",1275,"681","311",267,"118",63,228,99,91,1195,"714","319",172,"1038",1306,383,86,640,240,591,423,423,662,NA,NA,NA,NA,NA
"5/02/2014",22,437,165,95,111,"973",810,"432","234",182,"70",61,119,71,64,733,"522","277",83,"661",1100,234,94,488,229,362,453,201,509,NA,NA,NA,NA,NA
"5/02/2014",23,283,105,60,74,"590",829,"195","100",108,"36",21,54,45,18,339,"342","184",40,"180",632,155,81,318,99,204,151,41,236,NA,NA,NA,NA,NA
"6/02/2014",0,112,42,15,21,"224",320,"74","82",42,"14",9,14,2,3,152,"138","51",26,"123",288,42,26,123,38,88,105,35,93,NA,NA,NA,NA,NA
"6/02/2014",1,76,15,3,14,"119",77,"46","31",13,"2",0,21,8,2,46,"48","18",5,"72",50,21,19,104,15,78,42,13,16,NA,NA,NA,NA,NA
"6/02/2014",2,41,8,5,10,"47",43,"19","20",14,"4",3,2,0,3,43,"38","11",0,"38",43,17,12,75,16,26,8,11,23,NA,NA,NA,NA,NA
"6/02/2014",3,16,11,1,3,"18",36,"12","7",12,"6",2,3,0,3,28,"19","9",8,"36",37,31,8,70,8,9,8,6,33,NA,NA,NA,NA,NA
"6/02/2014",4,11,16,4,10,"21",32,"14","8",6,"1",8,6,5,5,28,"34","46",7,"28",35,15,3,56,4,2,2,4,44,NA,NA,NA,NA,NA
"6/02/2014",5,21,72,24,123,"59",92,"21","18",26,"39",10,22,2,27,91,"90","71",27,"64",102,160,37,37,62,10,15,20,106,NA,NA,NA,NA,NA
"6/02/2014",6,99,296,211,809,"254",225,"77","94",130,"397",77,114,45,154,386,"501","293",158,"128",556,768,174,116,258,37,42,34,392,NA,NA,NA,NA,NA
"6/02/2014",7,280,778,845,2140,"404",601,"358","276",492,"1578",210,223,72,436,875,"1257","628",367,"247",1407,2114,530,156,415,104,74,86,1066,NA,NA,NA,NA,NA
"6/02/2014",8,759,1810,1736,4858,"932",1071,"736","557",866,"3183",323,327,117,593,1402,"2068","960",421,"495",2569,1879,1068,329,817,283,185,173,1646,NA,NA,NA,NA,NA
"6/02/2014",9,550,961,792,1976,"874",1233,"711","836",941,"1073",194,166,78,212,1084,"904","332",134,"562",1630,1015,526,344,342,234,177,148,1110,NA,NA,NA,NA,NA
"6/02/2014",10,734,675,386,933,"973",1413,"1212","1248",1154,"428",146,122,62,123,1104,"747","246",151,"762",1448,706,382,389,315,266,276,148,1024,NA,NA,NA,NA,NA
"6/02/2014",11,1070,736,427,827,"1175",1795,"1735","1687",1621,"522",135,203,90,191,1229,"985","306",194,"790",1738,737,376,417,322,396,0,184,949,NA,NA,NA,NA,NA
"6/02/2014",12,1602,1507,688,1119,"1946",3155,"3137","3161",2587,"1377",406,245,114,499,1356,"1635","362",181,"1608",2627,1102,642,945,479,869,0,248,1283,NA,NA,NA,NA,NA
"6/02/2014",13,1588,1382,666,1307,"2120",3401,"3038","2896",2390,"1100",304,235,89,457,1466,"1457","344",136,"1145",2684,1168,493,971,543,968,0,267,1214,NA,NA,NA,NA,NA
"6/02/2014",14,1249,752,534,953,"2047",2898,"2305","2086",1699,"588",210,173,51,152,1303,"1052","389",142,"896",2182,849,267,660,413,845,0,216,943,NA,NA,NA,NA,NA
"6/02/2014",15,1382,624,517,1420,"2203",2735,"2230","2055",1534,"841",151,101,49,151,1436,"1229","513",120,"555",2147,1072,302,543,483,735,0,152,1115,NA,NA,NA,NA,NA
"6/02/2014",16,1534,630,916,2720,"2068",2968,"2439","1898",1425,"1865",268,96,34,343,1488,"1148","582",172,"472",2867,1795,452,662,480,683,0,145,1386,NA,NA,NA,NA,NA
"6/02/2014",17,2109,1146,1466,3401,"2377",3347,"2803","1865",1387,"2485",318,225,93,642,2459,"2122","1070",439,"516",3533,2611,627,893,920,842,0,157,2297,NA,NA,NA,NA,NA
"6/02/2014",18,1422,658,689,1286,"2102",2140,"1969","1566",761,"1007",193,320,111,430,1508,"1339","587",283,"416",2457,1229,308,848,649,887,0,130,1321,NA,NA,NA,NA,NA
"6/02/2014",19,1205,428,265,526,"1841",1863,"1299","789",407,"380",99,288,96,166,1127,"976","367",196,"329",1648,654,174,776,422,965,0,77,843,NA,NA,NA,NA,NA
"6/02/2014",20,1130,343,134,280,"1872",1822,"1116","635",323,"167",137,399,240,128,864,"699","272",145,"248",1504,378,97,690,261,754,0,120,408,NA,NA,NA,NA,NA
"6/02/2014",21,673,287,131,131,"1388",1705,"618","307",235,"106",62,267,129,96,991,"711","297",117,"195",1364,306,124,581,285,549,0,61,487,NA,NA,NA,NA,NA
"6/02/2014",22,475,184,102,95,"1053",1001,"443","227",166,"75",40,113,77,55,827,"631","338",40,"195",1095,233,71,711,178,441,0,69,371,NA,NA,NA,NA,NA
"6/02/2014",23,269,117,63,68,"784",590,"242","132",136,"42",22,66,50,21,340,"386","183",33,"125",677,178,57,440,85,246,0,30,162,NA,NA,NA,NA,NA
"7/02/2014",0,174,52,21,24,"373",571,"90","80",77,"16",8,15,11,12,164,"151","73",11,"86",283,67,21,259,79,125,0,22,89,NA,NA,NA,NA,NA
"7/02/2014",1,58,19,12,23,"158",234,"68","47",39,"10",5,6,5,4,51,"68","10",7,"87",119,17,23,256,14,101,0,25,50,NA,NA,NA,NA,NA
"7/02/2014",2,55,11,6,13,"96",101,"46","51",32,"6",3,6,11,7,49,"63","18",5,"43",53,16,20,246,11,40,0,11,30,NA,NA,NA,NA,NA
"7/02/2014",3,39,17,3,14,"72",111,"34","20",9,"2",1,9,6,8,42,"36","15",11,"43",53,14,9,236,12,21,91,42,42,NA,NA,NA,NA,NA
"7/02/2014",4,22,18,4,11,"54",77,"9","20",6,"6",2,2,1,4,81,"32","54",7,"23",44,18,20,87,13,8,49,9,51,NA,NA,NA,NA,NA
"7/02/2014",5,28,69,17,94,"83",114,"38","29",45,"58",15,14,4,29,103,"89","76",20,"73",160,102,31,57,50,14,11,15,117,NA,NA,NA,NA,NA
"7/02/2014",6,91,193,165,681,"250",189,"80","95",103,"325",79,61,27,172,332,"501","258",131,"162",617,494,125,104,171,37,25,36,411,NA,NA,NA,NA,NA
"7/02/2014",7,292,750,785,2408,"399",492,"276","211",328,"1312",190,204,90,368,861,"1184","529",319,"402",1483,1607,511,178,470,80,43,89,1032,NA,NA,NA,NA,NA
"7/02/2014",8,799,1715,1721,5157,"865",1057,"691","605",881,"2754",286,251,93,530,1405,"2236","902",336,"523",2283,2847,1066,247,656,182,136,167,1544,NA,NA,NA,NA,NA
"7/02/2014",9,649,863,690,1944,"809",1114,"805","814",972,"1062",172,157,55,171,904,"924","337",178,"609",1485,1340,480,306,281,195,120,158,702,NA,NA,NA,NA,NA
"7/02/2014",10,808,604,396,772,"940",1346,"1209","1322",1061,"517",190,79,29,144,705,"769","239",114,"747",1710,1060,394,372,422,278,0,202,568,NA,NA,NA,NA,NA
"7/02/2014",11,974,583,391,874,"1050",1685,"1829","1702",1362,"483",140,138,57,185,897,"981","279",77,"944",1928,985,315,526,438,454,0,226,670,NA,NA,NA,NA,NA
"7/02/2014",12,1555,1503,645,1251,"1758",2881,"2776","2750",2274,"1273",420,204,84,513,1346,"1811","363",109,"1173",2649,1792,433,965,506,960,0,221,1119,NA,NA,NA,NA,NA
"7/02/2014",13,1562,1176,573,1206,"1895",3063,"3102","2893",2339,"980",291,155,75,338,1297,"1455","304",104,"1056",2361,1490,521,1080,445,967,0,215,1036,NA,NA,NA,NA,NA
"7/02/2014",14,1382,729,423,803,"1650",2427,"2270","2166",1606,"573",138,165,96,161,1175,"1090","377",118,"957",2126,1215,334,806,475,658,0,167,805,NA,NA,NA,NA,NA
"7/02/2014",15,1629,548,484,1186,"1713",2524,"2178","2293",1307,"595",179,174,73,166,1266,"1064","444",164,"868",2091,1454,357,815,432,699,0,177,972,NA,NA,NA,NA,NA
"7/02/2014",16,1716,753,856,2352,"1992",2986,"2100","2360",1516,"1663",276,234,96,429,1597,"1661","612",193,"781",2947,2463,444,756,625,712,0,121,1299,NA,NA,NA,NA,NA
"7/02/2014",17,2080,1156,1242,2965,"2301",3420,"2866","2724",1719,"1956",264,329,106,650,2513,"2354","1010",385,"513",3605,3157,611,962,973,944,0,140,2237,NA,NA,NA,NA,NA
"7/02/2014",18,1747,735,505,1013,"2117",2490,"2406","2034",1083,"660",161,367,165,291,2280,"1357","685",254,"396",2366,1610,261,1050,747,1007,583,159,2120,NA,NA,NA,NA,NA
"7/02/2014",19,1597,410,304,489,"2035",2195,"1801","1638",624,"265",138,285,135,203,1603,"1247","514",204,"326",1838,944,190,1229,671,1071,889,105,1313,NA,NA,NA,NA,NA
"7/02/2014",20,1449,372,168,268,"1874",2018,"1636","1038",410,"146",138,356,204,160,1216,"742","296",138,"389",1851,633,171,1019,482,990,928,120,679,NA,NA,NA,NA,NA
"7/02/2014",21,1043,335,155,188,"1974",1779,"741","525",339,"136",95,294,196,73,1957,"0","422",90,"245",1584,479,148,870,534,864,781,81,1464,NA,NA,NA,NA,NA
"7/02/2014",22,844,292,130,108,"1825",1230,"520","406",298,"77",78,196,156,66,1236,"0","352",68,"225",1145,394,143,983,318,886,680,72,841,NA,NA,NA,NA,NA
"7/02/2014",23,597,170,89,66,"1528",1050,"357","289",190,"77",90,82,53,26,708,"0","348",36,"211",964,254,80,822,233,545,441,59,457,NA,NA,NA,NA,NA
"8/02/2014",0,331,115,62,54,"816",1007,"209","164",99,"19",38,50,30,16,486,"0","236",49,"180",645,164,68,587,181,323,347,64,216,NA,NA,NA,NA,NA
"8/02/2014",1,209,49,22,48,"514",591,"105","121",62,"19",12,34,28,12,190,"178","57",36,"127",330,35,28,442,76,219,245,28,82,NA,NA,NA,NA,NA
"8/02/2014",2,150,56,14,21,"255",248,"87","62",43,"10",17,15,1,9,117,"128","49",12,"132",222,14,23,305,28,182,145,11,65,NA,NA,NA,NA,NA
"8/02/2014",3,108,16,8,22,"197",195,"72","86",28,"4",9,14,3,0,96,"75","46",24,"85",161,11,15,228,19,91,58,15,44,NA,NA,NA,NA,NA
"8/02/2014",4,45,18,6,5,"97",111,"48","51",34,"8",5,14,8,6,54,"12","47",14,"77",94,9,6,125,16,22,31,11,27,NA,NA,NA,NA,NA
"8/02/2014",5,41,33,15,12,"94",94,"26","26",10,"14",15,7,1,8,62,"0","80",17,"73",133,35,11,111,12,33,22,14,56,NA,NA,NA,NA,NA
"8/02/2014",6,34,60,22,21,"142",109,"43","48",45,"32",21,35,10,49,85,"0","68",50,"103",202,99,44,101,86,39,19,41,90,NA,NA,NA,NA,NA
"8/02/2014",7,349,89,38,41,"254",211,"102","105",107,"49",57,61,30,88,191,"0","140",136,"290",336,207,79,107,150,76,25,83,155,NA,NA,NA,NA,NA
"8/02/2014",8,280,207,95,67,"449",482,"253","256",321,"85",44,121,45,112,431,"0","179",188,"526",662,335,132,162,273,106,78,240,407,NA,NA,NA,NA,NA
"8/02/2014",9,464,216,98,76,"767",885,"585","747",661,"78",85,142,72,123,616,"0","268",143,"871",1028,382,155,203,433,110,173,324,478,NA,NA,NA,NA,NA
"8/02/2014",10,769,235,124,71,"808",1246,"1160","1425",928,"108",81,209,105,147,903,"0","243",167,"888",1332,438,169,325,582,290,325,350,561,NA,NA,NA,NA,NA
"8/02/2014",11,953,273,131,92,"1115",1647,"1558","1705",1156,"122",82,169,51,110,1147,"0","288",181,"1168",1770,449,174,432,672,529,69,347,958,NA,NA,NA,NA,NA
"8/02/2014",12,1438,244,175,69,"1683",2449,"2032","2326",1446,"130",85,161,57,138,1365,"0","287",133,"1383",1619,586,89,596,697,898,0,323,1164,NA,NA,NA,NA,NA
"8/02/2014",13,1536,352,176,60,"2004",2597,"2660","2400",1588,"132",106,183,91,87,1379,"0","347",75,"1281",1837,475,120,712,792,1052,0,392,1192,NA,NA,NA,NA,NA
"8/02/2014",14,1509,318,128,91,"1932",2410,"2803","2466",1246,"106",110,161,82,78,1490,"0","371",313,"879",1973,464,161,794,766,942,0,248,1452,NA,NA,NA,NA,NA
"8/02/2014",15,1445,267,151,80,"2113",2525,"2662","1947",1170,"128",66,90,44,111,1474,"0","317",308,"712",2023,543,141,668,649,862,0,142,1392,NA,NA,NA,NA,NA
"8/02/2014",16,1266,346,129,80,"2128",2671,"2258","2003",1160,"102",77,70,61,115,1628,"0","330",372,"422",1806,616,153,818,538,825,0,117,1613,NA,NA,NA,NA,NA
"8/02/2014",17,1452,422,158,47,"2184",2246,"1947","1433",818,"103",84,123,112,93,1246,"0","285",414,"356",1944,545,152,839,480,758,0,117,1011,NA,NA,NA,NA,NA
"8/02/2014",18,1384,476,150,46,"2218",1680,"1618","836",408,"107",113,341,111,68,1299,"0","409",206,"293",1645,574,127,793,394,785,0,108,1082,NA,NA,NA,NA,NA
